Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,686,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.menuRefresh.Click += new System.EventHandler(this.OnRefreshClick);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,686,8,E:System.Windows.Forms.ToolStripItem.Click,,,,,this.menuRefresh.Click += new System.EventHandler(this.OnRefreshClick);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,685,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.menuRefresh.Name = ""menuRefresh"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,685,8,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.menuRefresh.Name = ""menuRefresh"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,684,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"resources.ApplyResources(this.menuRefresh, ""menuRefresh"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,683,8,T:System.Drawing.Bitmap,,,,,this.menuRefresh.Image = global::HostsFileEditor.Properties.Resources.Refresh;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,683,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.menuRefresh.Image = global::HostsFileEditor.Properties.Resources.Refresh;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,683,8,T:System.Drawing.Image,,,,,this.menuRefresh.Image = global::HostsFileEditor.Properties.Resources.Refresh;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,683,8,P:System.Windows.Forms.ToolStripItem.Image,,,,,this.menuRefresh.Image = global::HostsFileEditor.Properties.Resources.Refresh;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,679,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"resources.ApplyResources(this.editToolStripMenuItem, ""editToolStripMenuItem"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,678,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.Name = ""editToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,678,8,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.editToolStripMenuItem.Name = ""editToolStripMenuItem"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripSeparator,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripSeparator,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,T:System.Windows.Forms.ToolStripItemCollection,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,P:System.Windows.Forms.ToolStripDropDownItem.DropDownItems,,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,656,8,M:System.Windows.Forms.ToolStripItemCollection.AddRange(System.Windows.Forms.ToolStripItem[]),,,,,"this.editToolStripMenuItem.DropDownItems.AddRange(new System.Windows.Forms.ToolStripItem[] {          this.menuRefresh,          toolStripSeparator28,          this.menuUndo,          this.menuRedo,          toolStripSeparator4,          this.menuCut,          this.menuCopy,          this.menuPaste,          toolStripSeparator33,          this.menuDuplicate,          toolStripSeparator5,          this.menuDelete,          toolStripSeparator6,          this.menuMoveUp,          this.menuMoveDown,          toolStripSeparator24,          this.insertRowAboveToolStripMenuItem,          this.insertRowBelowToolStripMenuItem,          this.toolStripSeparator30,          this.menuCheck,          this.menuUncheck});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,652,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.menuExit.Click += new System.EventHandler(this.OnExitClick);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,652,8,E:System.Windows.Forms.ToolStripItem.Click,,,,,this.menuExit.Click += new System.EventHandler(this.OnExitClick);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,651,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"resources.ApplyResources(this.menuExit, ""menuExit"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,650,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.menuExit.Name = ""menuExit"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,650,8,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.menuExit.Name = ""menuExit"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,645,8,P:System.Windows.Forms.ToolStripItem.Name,,,,,"toolStripSeparator12.Name = ""toolStripSeparator12"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,641,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.menuImport.Click += new System.EventHandler(this.OnImportClick);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,641,8,E:System.Windows.Forms.ToolStripItem.Click,,,,,this.menuImport.Click += new System.EventHandler(this.OnImportClick);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,640,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"resources.ApplyResources(this.menuImport, ""menuImport"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,639,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.menuImport.Name = ""menuImport"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,639,8,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.menuImport.Name = ""menuImport"";"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,638,8,T:System.Drawing.Bitmap,,,,,this.menuImport.Image = global::HostsFileEditor.Properties.Resources.Import;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,638,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.menuImport.Image = global::HostsFileEditor.Properties.Resources.Import;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,638,8,T:System.Drawing.Image,,,,,this.menuImport.Image = global::HostsFileEditor.Properties.Resources.Import;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,638,8,P:System.Windows.Forms.ToolStripItem.Image,,,,,this.menuImport.Image = global::HostsFileEditor.Properties.Resources.Import;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,633,8,P:System.Windows.Forms.ToolStripItem.Name,,,,,"toolStripSeparator13.Name = ""toolStripSeparator13"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,629,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.menuDisable.Click += new System.EventHandler(this.OnDisableHostsClick);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,629,8,E:System.Windows.Forms.ToolStripItem.Click,,,,,this.menuDisable.Click += new System.EventHandler(this.OnDisableHostsClick);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,628,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"resources.ApplyResources(this.menuDisable, ""menuDisable"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,627,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,"this.menuDisable.Name = ""menuDisable"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,627,8,P:System.Windows.Forms.ToolStripItem.Name,,,,,"this.menuDisable.Name = ""menuDisable"";"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,626,8,T:System.Drawing.Bitmap,,,,,this.menuDisable.Image = global::HostsFileEditor.Properties.Resources.Disable;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,626,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.menuDisable.Image = global::HostsFileEditor.Properties.Resources.Disable;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,626,8,T:System.Drawing.Image,,,,,this.menuDisable.Image = global::HostsFileEditor.Properties.Resources.Disable;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,626,8,P:System.Windows.Forms.ToolStripItem.Image,,,,,this.menuDisable.Image = global::HostsFileEditor.Properties.Resources.Disable;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,622,8,T:System.Windows.Forms.ToolStripMenuItem,,,,,this.menuRestoreDefaults.Click += new System.EventHandler(this.OnRestoreClick);
