Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,65,8,T:System.Windows.Forms.AnchorStyles,,,,,this.buttonCancel.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,65,8,P:System.Windows.Forms.Control.Anchor,,,,,this.buttonCancel.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,61,8,T:System.Windows.Forms.Button,,,,,this.buttonOk.Click += new System.EventHandler(this.OnButtonOkClick);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,61,8,E:System.Windows.Forms.Control.Click,,,,,this.buttonOk.Click += new System.EventHandler(this.OnButtonOkClick);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,60,8,T:System.Windows.Forms.Button,,,,,this.buttonOk.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,60,8,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.buttonOk.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,59,8,T:System.Windows.Forms.Button,,,,,"this.buttonOk.Text = ""&OK"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,59,8,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.buttonOk.Text = ""&OK"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,58,8,T:System.Windows.Forms.Button,,,,,this.buttonOk.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,58,8,P:System.Windows.Forms.Control.TabIndex,,,,,this.buttonOk.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,57,8,T:System.Windows.Forms.Button,,,,,"this.buttonOk.Size = new System.Drawing.Size(75, 23);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,57,8,P:System.Windows.Forms.Control.Size,,,,,"this.buttonOk.Size = new System.Drawing.Size(75, 23);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,56,8,T:System.Windows.Forms.Button,,,,,"this.buttonOk.Name = ""buttonOk"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,56,8,P:System.Windows.Forms.Control.Name,,,,,"this.buttonOk.Name = ""buttonOk"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,55,8,T:System.Windows.Forms.Button,,,,,"this.buttonOk.Location = new System.Drawing.Point(105, 64);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,55,8,P:System.Windows.Forms.Control.Location,,,,,"this.buttonOk.Location = new System.Drawing.Point(105, 64);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,54,8,T:System.Windows.Forms.AnchorStyles,,,,,this.buttonOk.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,54,8,T:System.Windows.Forms.AnchorStyles,,,,,this.buttonOk.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,54,8,F:System.Windows.Forms.AnchorStyles.Right,,,,,this.buttonOk.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,54,8,T:System.Windows.Forms.AnchorStyles,,,,,this.buttonOk.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,54,8,T:System.Windows.Forms.AnchorStyles,,,,,this.buttonOk.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,54,8,F:System.Windows.Forms.AnchorStyles.Bottom,,,,,this.buttonOk.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,54,8,T:System.Windows.Forms.Button,,,,,this.buttonOk.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,54,8,T:System.Windows.Forms.AnchorStyles,,,,,this.buttonOk.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,54,8,P:System.Windows.Forms.Control.Anchor,,,,,this.buttonOk.Anchor = ((System.Windows.Forms.AnchorStyles)((System.Windows.Forms.AnchorStyles.Bottom | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,50,8,T:System.Windows.Forms.TextBox,,,,,this.textBox.TextChanged += new System.EventHandler(this.OnTextChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,50,8,E:System.Windows.Forms.Control.TextChanged,,,,,this.textBox.TextChanged += new System.EventHandler(this.OnTextChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,49,8,T:System.Windows.Forms.TextBox,,,,,this.textBox.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,49,8,P:System.Windows.Forms.Control.TabIndex,,,,,this.textBox.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,48,8,T:System.Windows.Forms.TextBox,,,,,"this.textBox.Size = new System.Drawing.Size(245, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,48,8,P:System.Windows.Forms.Control.Size,,,,,"this.textBox.Size = new System.Drawing.Size(245, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,47,8,T:System.Windows.Forms.TextBox,,,,,"this.textBox.Name = ""textBox"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,47,8,P:System.Windows.Forms.Control.Name,,,,,"this.textBox.Name = ""textBox"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,46,8,T:System.Windows.Forms.TextBox,,,,,"this.textBox.Location = new System.Drawing.Point(16, 33);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,46,8,P:System.Windows.Forms.Control.Location,,,,,"this.textBox.Location = new System.Drawing.Point(16, 33);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,44,8,T:System.Windows.Forms.AnchorStyles,,,,,this.textBox.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)                      | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,44,8,T:System.Windows.Forms.AnchorStyles,,,,,this.textBox.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)                      | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,44,8,F:System.Windows.Forms.AnchorStyles.Right,,,,,this.textBox.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)                      | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,44,8,T:System.Windows.Forms.AnchorStyles,,,,,this.textBox.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)                      | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,44,8,T:System.Windows.Forms.AnchorStyles,,,,,this.textBox.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)                      | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,44,8,F:System.Windows.Forms.AnchorStyles.Left,,,,,this.textBox.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)                      | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,44,8,T:System.Windows.Forms.AnchorStyles,,,,,this.textBox.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)                      | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,44,8,T:System.Windows.Forms.AnchorStyles,,,,,this.textBox.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)                      | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,44,8,F:System.Windows.Forms.AnchorStyles.Top,,,,,this.textBox.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)                      | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,44,8,T:System.Windows.Forms.TextBox,,,,,this.textBox.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)                      | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,44,8,T:System.Windows.Forms.AnchorStyles,,,,,this.textBox.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)                      | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,44,8,P:System.Windows.Forms.Control.Anchor,,,,,this.textBox.Anchor = ((System.Windows.Forms.AnchorStyles)(((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Left)                      | System.Windows.Forms.AnchorStyles.Right)));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,40,8,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.SuspendLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,39,8,T:System.Windows.Forms.ErrorProvider,,,,,((System.ComponentModel.ISupportInitialize)(this.errorProvider)).BeginInit();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,38,8,T:System.Windows.Forms.ErrorProvider,,,,,this.errorProvider = new System.Windows.Forms.ErrorProvider(this.components);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,38,8,M:System.Windows.Forms.ErrorProvider.#ctor(System.ComponentModel.IContainer),,,,,this.errorProvider = new System.Windows.Forms.ErrorProvider(this.components);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,38,8,T:System.Windows.Forms.ErrorProvider,,,,,this.errorProvider = new System.Windows.Forms.ErrorProvider(this.components);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,37,8,T:System.Windows.Forms.Label,,,,,this.labelPrompt = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,37,8,M:System.Windows.Forms.Label.#ctor,,,,,this.labelPrompt = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,37,8,T:System.Windows.Forms.Label,,,,,this.labelPrompt = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,36,8,T:System.Windows.Forms.Button,,,,,this.buttonCancel = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,36,8,M:System.Windows.Forms.Button.#ctor,,,,,this.buttonCancel = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,36,8,T:System.Windows.Forms.Button,,,,,this.buttonCancel = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,35,8,T:System.Windows.Forms.Button,,,,,this.buttonOk = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,35,8,M:System.Windows.Forms.Button.#ctor,,,,,this.buttonOk = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,35,8,T:System.Windows.Forms.Button,,,,,this.buttonOk = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,34,8,T:System.Windows.Forms.TextBox,,,,,this.textBox = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,34,8,M:System.Windows.Forms.TextBox.#ctor,,,,,this.textBox = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,34,8,T:System.Windows.Forms.TextBox,,,,,this.textBox = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.Designer.cs,22,8,M:System.Windows.Forms.Form.Dispose(System.Boolean),,,,,base.Dispose(disposing);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.cs,16,8,T:System.Windows.Forms.Button,,,,,buttonOk.Enabled = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.cs,16,8,P:System.Windows.Forms.Control.Enabled,,,,,buttonOk.Enabled = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.cs,12,4,M:System.Windows.Forms.Form.#ctor,,,,,public InputForm()      {          InitializeComponent();            buttonOk.Enabled = false;      }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\InputForm.cs,7,33,T:System.Windows.Forms.Form,,,,,Form
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1280,51,T:System.Windows.Forms.ToolStripMenuItem,,,,,openTextEditor
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1279,51,T:System.Windows.Forms.ToolStripMenuItem,,,,,aboutToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1278,51,T:System.Windows.Forms.ToolStripMenuItem,,,,,helpToolStripMenuItem
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1277,51,T:System.Windows.Forms.ToolStripMenuItem,,,,,contextMenuUncheck
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1276,51,T:System.Windows.Forms.ToolStripMenuItem,,,,,contextMenuCheck
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1275,52,T:System.Windows.Forms.ToolStripSeparator,,,,,toolStripSeparator33
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1274,52,T:System.Windows.Forms.ToolStripSeparator,,,,,toolStripSeparator32
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1273,52,T:System.Windows.Forms.ToolStripSeparator,,,,,toolStripSeparator31
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1272,51,T:System.Windows.Forms.ToolStripMenuItem,,,,,menuUncheck
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1271,51,T:System.Windows.Forms.ToolStripMenuItem,,,,,menuCheck
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1270,52,T:System.Windows.Forms.ToolStripSeparator,,,,,toolStripSeparator30
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1269,51,T:System.Windows.Forms.ToolStripMenuItem,,,,,menuRemoveSort
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1268,52,T:System.Windows.Forms.ToolStripSeparator,,,,,toolStripSeparator29
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1265,51,T:System.Windows.Forms.ToolStripMenuItem,,,,,menuRemoveDefaultText
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1264,49,T:System.Windows.Forms.ToolStripButton,,,,,buttonArchive
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1263,47,T:System.Windows.Forms.BindingSource,,,,,bindingSourceArchive
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1262,59,T:System.Windows.Forms.DataGridViewTextBoxColumn,,,,,fileNameDataGridViewTextBoxColumn
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HostsFileEditor.WinForm\HostsFileEditor.WinForm.csproj,File,HostsFileEditor.WinForm\MainForm.Designer.cs,1261,49,T:System.Windows.Forms.ToolStripButton,,,,,buttonLoadArchive
